file,preset_name,preset_type,category,alpha_mode,alpha_formula,depth_mode,depth_formula,mode_pair,k_alpha,p_alpha,k_depth,color_family,brightness,color_r,color_g,color_b,color_status,color_source_count,default_color_count,color_fields
MeshPreset_BardShockWave0_2.json,MeshPreset_BardShockWave0_2,mesh,lightning,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,9,
MeshPreset_BattleSymphony0_0.json,MeshPreset_BattleSymphony0_0,mesh,music,0,Pow,1,Exp,Pow + Exp,0.6000000238418579,15.300000190734863,1.7000000476837158,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_BattleSymphony0_2.json,MeshPreset_BattleSymphony0_2,mesh,music,0,Pow,0,None,Pow + None,6.0,1.7999999523162842,2.5,blue,mid,0.1823529452085495,0.27450981736183167,0.5,custom_json,2,5,BloomColorPerMesh;GradientBrightColors
MeshPreset_BattleSymphony1_0.json,MeshPreset_BattleSymphony1_0,mesh,magic_circle,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,9,
MeshPreset_BattleSymphony1_1.json,MeshPreset_BattleSymphony1_1,mesh,magic_circle,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,9,
MeshPreset_BattleSymphony1_10.json,MeshPreset_BattleSymphony1_10,mesh,magic_circle,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,7,
MeshPreset_BattleSymphony1_2.json,MeshPreset_BattleSymphony1_2,mesh,magic_circle,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,9,
MeshPreset_BattleSymphony1_3.json,MeshPreset_BattleSymphony1_3,mesh,magic_circle,0,Pow,0,None,Pow + None,2.799999952316284,0.800000011920929,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,9,
MeshPreset_BattleSymphony1_4.json,MeshPreset_BattleSymphony1_4,mesh,music,0,Pow,1,Exp,Pow + Exp,0.6000000238418579,1.7000000476837158,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,2,
MeshPreset_BattleSymphony1_5.json,MeshPreset_BattleSymphony1_5,mesh,music,0,Pow,1,Exp,Pow + Exp,0.6000000238418579,1.7000000476837158,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,2,
MeshPreset_BattleSymphony1_6.json,MeshPreset_BattleSymphony1_6,mesh,music,0,Pow,1,Exp,Pow + Exp,0.6000000238418579,1.7000000476837158,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,2,
MeshPreset_BattleSymphony1_7.json,MeshPreset_BattleSymphony1_7,mesh,music,0,Pow,1,Exp,Pow + Exp,0.6000000238418579,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_BattleSymphony1_8.json,MeshPreset_BattleSymphony1_8,mesh,magic_circle,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,9,
MeshPreset_BattleSymphony1_9.json,MeshPreset_BattleSymphony1_9,mesh,magic_circle,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,9,
MeshPreset_BattleSymphony3_0.json,MeshPreset_BattleSymphony3_0,mesh,magic_circle,0,Pow,0,None,Pow + None,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,7,
MeshPreset_BattleSymphony3_1.json,MeshPreset_BattleSymphony3_1,mesh,magic_circle,0,Pow,0,None,Pow + None,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,3,
MeshPreset_BattleSymphony3_2.json,MeshPreset_BattleSymphony3_2,mesh,wind,0,Pow,0,None,Pow + None,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_CoinEffect0_0.json,MeshPreset_CoinEffect0_0,mesh,other,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,orange,bright,1.0,0.8640522956848145,0.5973856250445048,custom_json,3,6,TrailUnits.BloomColor;TrailUnits.EndColor;TrailUnits.StartColor
MeshPreset_ColhenEntrance0_0.json,MeshPreset_ColhenEntrance0_0,mesh,holy_light,0,Pow,0,None,Pow + None,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,7,
MeshPreset_DiggerPoisonAttack0_0.json,MeshPreset_DiggerPoisonAttack0_0,mesh,other,0,Pow,1,Exp,Pow + Exp,6.0,1.7000000476837158,2.5,green,mid,0.0,0.5714285714285714,0.0,custom_json,7,4,BloomColorPerMesh;GradientBrightColors;TrailUnits.BloomColor;TrailUnits.EndColor;TrailUnits.StartColor
MeshPreset_DiggerSwipeAttack0_0.json,MeshPreset_DiggerSwipeAttack0_0,mesh,dark,0,Pow,0,None,Pow + None,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_DiggerSwipeAttack0_1.json,MeshPreset_DiggerSwipeAttack0_1,mesh,dark,0,Pow,0,None,Pow + None,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_DropCoin0_0.json,MeshPreset_DropCoin0_0,mesh,other,0,Pow,0,None,Pow + None,30.0,0.10000000149011612,0.0,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_DropCoin1_0.json,MeshPreset_DropCoin1_0,mesh,other,0,Pow,0,None,Pow + None,30.0,0.10000000149011612,0.0,texture_or_default,unknown,,,,engine_default_or_texture,0,2,
MeshPreset_DropCoin2_0.json,MeshPreset_DropCoin2_0,mesh,other,0,Pow,0,None,Pow + None,30.0,0.10000000149011612,0.0,texture_or_default,unknown,,,,engine_default_or_texture,0,2,
MeshPreset_Egg0_0.json,MeshPreset_Egg0_0,mesh,music,0,Pow,0,None,Pow + None,6.0,0.10000000149011612,2.5,white,bright,1.0,1.0,1.0,custom_json,1,5,GradientBrightColors
MeshPreset_EmotionQuestion0_0.json,MeshPreset_EmotionQuestion0_0,mesh,other,0,Pow,0,None,Pow + None,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_EmotionSurprise0_0.json,MeshPreset_EmotionSurprise0_0,mesh,other,0,Pow,0,None,Pow + None,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GargoyleDefaultAttack0_0.json,MeshPreset_GargoyleDefaultAttack0_0,mesh,slash_trail,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,black,dark,0.0,0.0,0.0,custom_json,2,2,BloomColorPerMesh
MeshPreset_GargoyleRushshockwave0_0.json,MeshPreset_GargoyleRushshockwave0_0,mesh,lightning,0,Pow,1,Exp,Pow + Exp,24.0,0.10000000149011612,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,9,
MeshPreset_GargoyleRushTrail0_0.json,MeshPreset_GargoyleRushTrail0_0,mesh,holy_light,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,black,dark,0.0,0.0,0.0,custom_json,2,6,BloomColorPerMesh
MeshPreset_GhostArcherArrow0_0.json,MeshPreset_GhostArcherArrow0_0,mesh,dark,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,white,bright,1.0,1.0,1.0,custom_json,3,9,TrailUnits.BloomColor;TrailUnits.EndColor;TrailUnits.StartColor
MeshPreset_GhostArcherShot0_0.json,MeshPreset_GhostArcherShot0_0,mesh,dark,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GhostArcherShot0_1.json,MeshPreset_GhostArcherShot0_1,mesh,dark,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,7,
MeshPreset_GhostArmorDefaultAttack0_0.json,MeshPreset_GhostArmorDefaultAttack0_0,mesh,dark,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GhostArmorShield0_0.json,MeshPreset_GhostArmorShield0_0,mesh,dark,0,Pow,0,None,Pow + None,30.0,0.10000000149011612,2.5,gray,mid,0.47058823704719543,0.47058823704719543,0.47058823704719543,custom_json,1,6,GradientDarkColors
MeshPreset_GhostArmorShieldBash0_0.json,MeshPreset_GhostArmorShieldBash0_0,mesh,dark,0,Pow,1,Exp,Pow + Exp,6.0,0.10000000149011612,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GhostPriestBaseAttack0_0.json,MeshPreset_GhostPriestBaseAttack0_0,mesh,dark,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,green,bright,0.2450980395078659,1.0,0.2450980395078659,custom_json,2,7,GradientBrightColors;GradientDarkColors
MeshPreset_GhostPriestTearingScream0_0.json,MeshPreset_GhostPriestTearingScream0_0,mesh,dark,1,LinExp,0,None,LinExp + None,7.199999809265137,0.0,0.0,red,dark,0.36764705926179886,0.12745098769664764,0.06470588594675064,custom_json,4,4,BloomColorPerMesh;GradientBrightColors;GradientDarkColors
MeshPreset_GhostPriestTearingScream0_1.json,MeshPreset_GhostPriestTearingScream0_1,mesh,dark,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,red,dark,0.47058823704719543,0.0,0.0,custom_json,1,4,GradientBrightColors
MeshPreset_GhostPriestTearingScream0_2.json,MeshPreset_GhostPriestTearingScream0_2,mesh,dark,0,Pow,1,Exp,Pow + Exp,6.0,1.5,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,9,
MeshPreset_GlasGavelenDefaultAttack0_0.json,MeshPreset_GlasGavelenDefaultAttack0_0,mesh,boss,0,Pow,0,None,Pow + None,6.0,0.10000000149011612,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,7,
MeshPreset_GlasGavelenDefaultAttack0_1.json,MeshPreset_GlasGavelenDefaultAttack0_1,mesh,magic_circle,0,Pow,1,Exp,Pow + Exp,6.0,0.10000000149011612,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,9,
MeshPreset_GlasGavelenDefaultAttack1_0.json,MeshPreset_GlasGavelenDefaultAttack1_0,mesh,boss,0,Pow,0,None,Pow + None,6.0,0.10000000149011612,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,7,
MeshPreset_GlasGavelenDefaultAttack1_1.json,MeshPreset_GlasGavelenDefaultAttack1_1,mesh,magic_circle,0,Pow,1,Exp,Pow + Exp,6.0,0.10000000149011612,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,2,
MeshPreset_GlasGavelenDefaultAttack2_0.json,MeshPreset_GlasGavelenDefaultAttack2_0,mesh,boss,1,LinExp,0,None,LinExp + None,6.0,1.2000000476837158,2.5,orange,mid,1.0,0.6078431606292725,0.0,custom_json,1,4,GradientBrightColors
MeshPreset_GlasGavelenDefaultAttack2_1.json,MeshPreset_GlasGavelenDefaultAttack2_1,mesh,magic_circle,0,Pow,1,Exp,Pow + Exp,6.0,0.10000000149011612,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,9,
MeshPreset_GlasGavelenDefaultAttackTrail0_0.json,MeshPreset_GlasGavelenDefaultAttackTrail0_0,mesh,slash_trail,0,Pow,0,None,Pow + None,6.0,0.10000000149011612,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenDefaultAttackTrail1_0.json,MeshPreset_GlasGavelenDefaultAttackTrail1_0,mesh,slash_trail,0,Pow,0,None,Pow + None,6.0,0.10000000149011612,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenDefaultAttackTrail2_0.json,MeshPreset_GlasGavelenDefaultAttackTrail2_0,mesh,wind,0,Pow,1,Exp,Pow + Exp,6.0,1.399999976158142,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenDefaultAttackTrail3_0.json,MeshPreset_GlasGavelenDefaultAttackTrail3_0,mesh,magic_circle,0,Pow,1,Exp,Pow + Exp,6.0,1.399999976158142,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenDoombrand0_0.json,MeshPreset_GlasGavelenDoombrand0_0,mesh,dark,0,Pow,0,None,Pow + None,6.0,0.10000000149011612,2.5,black,dark,0.0,0.0,0.0,custom_json,3,9,BloomColorPerMesh
MeshPreset_GlasGavelenEarthSlice0_0.json,MeshPreset_GlasGavelenEarthSlice0_0,mesh,ice,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,black,dark,0.0,0.0,0.0,custom_json,3,6,BloomColorPerMesh
MeshPreset_GlasGavelenEarthSlice0_1.json,MeshPreset_GlasGavelenEarthSlice0_1,mesh,ice,0,Pow,1,Exp,Pow + Exp,6.0,2.4000000953674316,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,9,
MeshPreset_GlasGavelenEarthSlice0_2.json,MeshPreset_GlasGavelenEarthSlice0_2,mesh,ice,0,Pow,1,Exp,Pow + Exp,6.0,2.4000000953674316,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,9,
MeshPreset_GlasGavelenEarthSlice0_3.json,MeshPreset_GlasGavelenEarthSlice0_3,mesh,ice,0,Pow,1,Exp,Pow + Exp,6.0,2.4000000953674316,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,9,
MeshPreset_GlasGavelenExplosionSmoke0_0.json,MeshPreset_GlasGavelenExplosionSmoke0_0,mesh,wind,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenExplosionSmoke0_1.json,MeshPreset_GlasGavelenExplosionSmoke0_1,mesh,magic_circle,0,Pow,1,Exp,Pow + Exp,6.0,0.10000000149011612,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenExplosionSmoke0_2.json,MeshPreset_GlasGavelenExplosionSmoke0_2,mesh,magic_circle,0,Pow,1,Exp,Pow + Exp,6.0,0.10000000149011612,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenFlameArea0_0.json,MeshPreset_GlasGavelenFlameArea0_0,mesh,fire,0,Pow,0,None,Pow + None,6.0,4.0,2.5,yellow,bright,1.0,1.0,0.0,custom_json,1,8,GradientDarkColors
MeshPreset_GlasGavelenFlameArea0_1.json,MeshPreset_GlasGavelenFlameArea0_1,mesh,fire,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenFlameArea0_2.json,MeshPreset_GlasGavelenFlameArea0_2,mesh,fire,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,2,
MeshPreset_GlasGavelenFlameBreath0_0.json,MeshPreset_GlasGavelenFlameBreath0_0,mesh,fire,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,yellow,mid,0.5976470589637757,0.6,0.2,custom_json,5,3,BloomColorPerMesh;GradientBrightColors;GradientDarkColors
MeshPreset_GlasGavelenFlameEruption0_0.json,MeshPreset_GlasGavelenFlameEruption0_0,mesh,fire,0,Pow,1,Exp,Pow + Exp,30.0,0.10000000149011612,3.0,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenFlameEruption0_1.json,MeshPreset_GlasGavelenFlameEruption0_1,mesh,fire,0,Pow,1,Exp,Pow + Exp,30.0,0.10000000149011612,3.0,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenFlameEruption0_2.json,MeshPreset_GlasGavelenFlameEruption0_2,mesh,fire,0,Pow,1,Exp,Pow + Exp,30.0,0.10000000149011612,3.0,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenFlameEruption0_3.json,MeshPreset_GlasGavelenFlameEruption0_3,mesh,fire,0,Pow,1,Exp,Pow + Exp,30.0,0.10000000149011612,3.0,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenFlameEruption0_4.json,MeshPreset_GlasGavelenFlameEruption0_4,mesh,fire,0,Pow,1,Exp,Pow + Exp,30.0,0.10000000149011612,3.0,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenFlameEruption0_5.json,MeshPreset_GlasGavelenFlameEruption0_5,mesh,fire,0,Pow,1,Exp,Pow + Exp,30.0,0.10000000149011612,3.0,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenFlameEruption0_6.json,MeshPreset_GlasGavelenFlameEruption0_6,mesh,fire,0,Pow,1,Exp,Pow + Exp,6.0,0.10000000149011612,2.5,yellow,bright,1.0,1.0,0.41960784792900085,custom_json,1,6,GradientDarkColors
MeshPreset_GlasGavelenFlameEruptionFireBall0_0.json,MeshPreset_GlasGavelenFlameEruptionFireBall0_0,mesh,ice,0,Pow,0,None,Pow + None,6.0,0.10000000149011612,2.5,yellow,bright,1.0,1.0,0.0,custom_json,1,5,GradientDarkColors
MeshPreset_GlasGavelenFlameEruptionFireBall0_1.json,MeshPreset_GlasGavelenFlameEruptionFireBall0_1,mesh,fire,0,Pow,0,None,Pow + None,6.0,0.10000000149011612,2.5,yellow,bright,1.0,1.0,0.0,custom_json,1,5,GradientDarkColors
MeshPreset_GlasGavelenFlameEruptionFireBall0_2.json,MeshPreset_GlasGavelenFlameEruptionFireBall0_2,mesh,fire,0,Pow,0,None,Pow + None,6.0,0.10000000149011612,2.5,yellow,bright,1.0,1.0,0.0,custom_json,1,5,GradientDarkColors
MeshPreset_GlasGavelenFlameEruptionFireBall0_3.json,MeshPreset_GlasGavelenFlameEruptionFireBall0_3,mesh,fire,0,Pow,0,None,Pow + None,6.0,0.10000000149011612,2.5,yellow,bright,1.0,1.0,0.0,custom_json,1,5,GradientDarkColors
MeshPreset_GlasGavelenFlameEruptionFireBall0_4.json,MeshPreset_GlasGavelenFlameEruptionFireBall0_4,mesh,fire,0,Pow,0,None,Pow + None,6.0,0.10000000149011612,2.5,yellow,bright,1.0,1.0,0.0,custom_json,1,5,GradientDarkColors
MeshPreset_GlasGavelenFlameEruptionFireBall0_5.json,MeshPreset_GlasGavelenFlameEruptionFireBall0_5,mesh,fire,0,Pow,0,None,Pow + None,6.0,0.10000000149011612,2.5,yellow,bright,1.0,1.0,0.0,custom_json,1,5,GradientDarkColors
MeshPreset_GlasGavelenFlameEruptionFireBall0_6.json,MeshPreset_GlasGavelenFlameEruptionFireBall0_6,mesh,fire,0,Pow,0,None,Pow + None,6.0,0.10000000149011612,2.5,yellow,bright,1.0,1.0,0.0,custom_json,1,5,GradientDarkColors
MeshPreset_GlasGavelenFlameEruptionFireBall0_7.json,MeshPreset_GlasGavelenFlameEruptionFireBall0_7,mesh,fire,0,Pow,0,None,Pow + None,6.0,0.10000000149011612,2.5,yellow,bright,1.0,1.0,0.0,custom_json,1,5,GradientDarkColors
MeshPreset_GlasGavelenFlameEruptionFireBall0_8.json,MeshPreset_GlasGavelenFlameEruptionFireBall0_8,mesh,fire,0,Pow,0,None,Pow + None,6.0,0.10000000149011612,2.5,yellow,bright,1.0,1.0,0.0,custom_json,1,8,GradientDarkColors
MeshPreset_GlasGavelenFlameEruptionFireBall0_9.json,MeshPreset_GlasGavelenFlameEruptionFireBall0_9,mesh,fire,0,Pow,0,None,Pow + None,6.0,0.10000000149011612,2.5,orange,mid,1.0,0.5,0.11764705926179886,custom_json,2,7,GradientBrightColors;GradientDarkColors
MeshPreset_GlasGavelenJumpTrail0_0.json,MeshPreset_GlasGavelenJumpTrail0_0,mesh,holy_light,0,Pow,0,None,Pow + None,6.0,1.399999976158142,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenJumpTrail1_0.json,MeshPreset_GlasGavelenJumpTrail1_0,mesh,holy_light,0,Pow,0,None,Pow + None,6.0,1.399999976158142,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,9,
MeshPreset_GlasGavelenLaserBeam0_0.json,MeshPreset_GlasGavelenLaserBeam0_0,mesh,boss,0,Pow,0,None,Pow + None,6.0,0.10000000149011612,2.5,blue,mid,0.27886710895432365,0.5246187448501587,0.8888888888888888,custom_json,9,3,BloomColorPerMesh;GradientBrightColors;GradientDarkColors
MeshPreset_GlasGavelenLaserBeam0_1.json,MeshPreset_GlasGavelenLaserBeam0_1,mesh,magic_circle,0,Pow,0,None,Pow + None,4.0,1.2000000476837158,2.5,blue,mid,0.32549020648002625,0.560784325003624,1.0,custom_json,2,5,GradientBrightColors;GradientDarkColors
MeshPreset_GlasGavelenLaserBeam0_2.json,MeshPreset_GlasGavelenLaserBeam0_2,mesh,magic_circle,0,Pow,0,None,Pow + None,4.0,1.2000000476837158,2.5,blue,mid,0.32549020648002625,0.560784325003624,1.0,custom_json,2,1,GradientBrightColors;GradientDarkColors
MeshPreset_GlasGavelenLaserBeam0_3.json,MeshPreset_GlasGavelenLaserBeam0_3,mesh,magic_circle,0,Pow,0,None,Pow + None,4.0,1.2000000476837158,2.5,blue,mid,0.32549020648002625,0.560784325003624,1.0,custom_json,2,5,GradientBrightColors;GradientDarkColors
MeshPreset_GlasGavelenLaserBeam0_4.json,MeshPreset_GlasGavelenLaserBeam0_4,mesh,magic_circle,0,Pow,0,None,Pow + None,4.0,1.2000000476837158,2.5,blue,mid,0.32549020648002625,0.560784325003624,1.0,custom_json,2,5,GradientBrightColors;GradientDarkColors
MeshPreset_GlasGavelenLaserBeamChanneling0_0.json,MeshPreset_GlasGavelenLaserBeamChanneling0_0,mesh,fire,0,Pow,0,None,Pow + None,6.0,0.10000000149011612,2.5,black,dark,0.0,0.0,0.0,custom_json,2,6,BloomColorPerMesh
MeshPreset_GlasGavelenLeapAttack0_0.json,MeshPreset_GlasGavelenLeapAttack0_0,mesh,magic_circle,0,Pow,0,None,Pow + None,6.0,1.399999976158142,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenLeapAttack0_1.json,MeshPreset_GlasGavelenLeapAttack0_1,mesh,magic_circle,0,Pow,1,Exp,Pow + Exp,30.0,0.10000000149011612,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,9,
MeshPreset_GlasGavelenRoar0_0.json,MeshPreset_GlasGavelenRoar0_0,mesh,magic_circle,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,black,dark,0.0,0.0,0.0,custom_json,2,6,BloomColorPerMesh
MeshPreset_GlasgavelenRush0_0.json,MeshPreset_GlasgavelenRush0_0,mesh,boss,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,gray,mid,0.501960813999176,0.501960813999176,0.501960813999176,custom_json,1,5,GradientBrightColors
MeshPreset_GlasGavelenRuthlessBlade0_0.json,MeshPreset_GlasGavelenRuthlessBlade0_0,mesh,wind,0,Pow,1,Exp,Pow + Exp,14.899999618530273,0.10000000149011612,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenRuthlessBlade0_1.json,MeshPreset_GlasGavelenRuthlessBlade0_1,mesh,wind,0,Pow,1,Exp,Pow + Exp,14.899999618530273,0.10000000149011612,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenRuthlessBlade0_2.json,MeshPreset_GlasGavelenRuthlessBlade0_2,mesh,magic_circle,0,Pow,0,None,Pow + None,100.0,0.10000000149011612,0.0,texture_or_default,unknown,,,,engine_default_or_texture,0,9,
MeshPreset_GlasGavelenRuthlessBlade0_3.json,MeshPreset_GlasGavelenRuthlessBlade0_3,mesh,magic_circle,0,Pow,1,Exp,Pow + Exp,6.0,1.7999999523162842,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,9,
MeshPreset_GlasGavelenRuthlessBlade0_4.json,MeshPreset_GlasGavelenRuthlessBlade0_4,mesh,wind,0,Pow,1,Exp,Pow + Exp,10.399999618530273,0.10000000149011612,2.5,red,dark,0.5,0.0,0.0,custom_json,2,7,GradientBrightColors;GradientDarkColors
MeshPreset_GlasGavelenRuthlessBlade1_0.json,MeshPreset_GlasGavelenRuthlessBlade1_0,mesh,wind,0,Pow,1,Exp,Pow + Exp,14.899999618530273,0.10000000149011612,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
MeshPreset_GlasGavelenRuthlessBlade1_1.json,MeshPreset_GlasGavelenRuthlessBlade1_1,mesh,wind,0,Pow,1,Exp,Pow + Exp,14.899999618530273,0.10000000149011612,2.5,texture_or_default,unknown,,,,engine_default_or_texture,0,6,
